Non-Hydrostatic Unstructured-Adaptive-Grid Forecast System for Thunderstorms,John Zack,,Phase I,MESO Inc,69811,,KSC
Gradiometry Attitude Determination System,Edgar Seymour,,Phase I,ITHACO Space Systems,69984,,GSFC
Memory Extension System for Context-Based Associative Information Retrieval,Paul Patti,,Phase I,Analysis & Simulation Inc,68495,,JSC
Random-Pixel-Address Charge-Injection-Device Detector for Photon-Counting Space Astronomy,Robert Wentink,,Phase I,CID Technologies Inc,70000,,GSFC
New Models and Data for Nonequilibrium Chemistry in Hypersonic Flows,Charles Treanor,,Phase I,CTSA Inc,69841,,LaRC
Foveal Machine Vision for Mobile Robots Using Agent-Based Gaze Control,Donald Hess,,Phase I,Amherst Systems Inc,64793,,JSC
Two-Stage Direct-Current Squid Amplifiers for Cryogenic Sensors,Hollis Caswell,,Phase I,HYPRES Inc.,69683,,GSFC
Superconducting Tunnel Junctions for High-Energy-Resolution X-Ray Detectors,Hollis Caswell,,Phase I,HYPRES Inc.,69714,,JPL
Superconducting 10 GHz Two-Bit Digitizer for Radio Astronomy,Hollis Caswell,,Phase I,HYPRES Inc.,69387,,JPL
Fastener for Telerobotic and Manual Servicing of Small and Medium-Sized Payloads,Chris Chapman,,Phase I,Honeybee Robotics Ltd.,69968,,GSFC
Preparation of Oxydiphthalic Anhydride Monomer for Synthesis of LaRC-IA and LaRC-IAX Polyimides,Stephen Terney,,Phase I,Imitec Inc.,70000,,LaRC
High-Temperature Superconducting Coils for Magnetic Damping of Convection Currents in Crystal Growth Equipment,Carl Rosner,,Phase I,Intermagnetics General Corp,69929,,MSFC
High-Speed Yttrium-Barium-Copper-Oxygen Superconducting Bolometers on Polycrystalline Diamond,Rama Rao,,Phase I,Excel Superconductor Inc,70000,,GSFC
Large Autostereoscopic Display for Scientific Visualization Applications,Arnold Lagergren,,Phase I,Dimension Technologies Inc.,6999097,,ARC
Dictyostelium-Based Waste-Water Reclamation System,Morris Benjaminson,,Phase I,North Star Research Inc,51901,,MSFC
Non-Invasive Monitoring of Bone and Muscle Mass Using Acoustic Techniques,Sanford Roth,,Phase I,Orthosonics Inc,70000,,JSC
Low-Cost Thermoplastic Composite Processing for Open-Section Structural Components,Kenneth Bubeck,,Phase I,Automated Dynamics,68000,,LaRC
High-Temperature Superconducting Coils for Magnetic Damping of Convection Currents in Crystal Growth Equipment,Carl Rosner,,Phase II,Intermagnetics General Corp,596121,,MSFC
Gradiometry Attitude Measurement System,Gregory Sanger,,Phase II,ITHACO Space Systems,600000,,GSFC
Analysis Tools for VHSIC Hardware Description Language,Kenneth Morin,,Phase II,Odyssey Research Associates Inc.  ,543509,,LaRC
Foveal Extra-vehicular Activity Helper-Retriever,Donald Hess,,Phase II,Amherst Systems Inc,599919,,JSC
Large Autostereoscopic Display for Scientific Visualization Applications,Arnold Lagergren,,Phase II,Dimension Technologies Inc.,593421,,ARC
Superconducting 10 GHz Two-Bit Digitizer for Radio Astronomy,Elie Track,,Phase II,HYPRES Inc.,594368,,JPL
High-Speed Yttrium-Barium-Copper-Oxygen Superconducting Bolometers on Polycrystalline Diamond,Rama Rao,,Phase II,Excel Superconductor Inc,589731,,GSFC
Fastener for Telerobotic and Manual Servicing of Small and Medium-Sized Payloads,Chris Chapman,,Phase II,Honeybee Robotics Ltd.,596257,,GSFC
Multi-Stage Integrated Direct-Current SQUID Array Amplifiers for Cryogenic Detector Arrays,Hollis Caswell,,Phase II,HYPRES Inc.,599168,,GSFC
Focal-Plane-Array Dewar with Low-Power Optical Data Link,Charles Naiman,,Phase I,Infrared Components Corp,69723,,JPL
Analysis Tools for VHSIC Hardware Description Language,Michael Meador,,Phase I,Odyssey Research Associates Inc.  ,69957,,LaRC
Optical Link for Cryogenic Focal Plane Array Readout,Joseph McCoy,,Phase II,Infrared Components Corp,590129,,JPL
Memory Extension System for Context-Based Associative Information Retrieval,Paul Patti,,Phase II,Analysis & Simulation Inc,599741,,JSC
Low-Cost Thermoplastic Composite Processing for Open-Section Structural Components,Kenneth Bubeck,,Phase II,Automated Dynamics,599936,,LaRC
Components Fabricated from ODPA and BPDA Polyimides,Stephen Terney,,Phase II,Imitec Inc.,600000,,LaRC
