Simulation and Control of Future Spacecraft Power Systems,Paul Krause,,Phase I,PC Krause and Associates Inc,50000,,GRC
Generalized Communications Models by Composition from Modules, ,,Phase I,Pritsker & Assoc Inc,49918,,JSC
