DEVELOPMENT OF OPTO-ELECTRONIC INTEGRATED CIRCUITS FOR PHASED ARRAY SYSTEMS,CHUNI GHOSH,,Phase I,Princeton Electronic Systems Inc.,69987,,JPL
GAN BASED HIGH TEMPERATURE ULTRAVIOLET PHOTODETECTORS,DAVID HESS,,Phase I,Emcore Corp,69967,,GSFC
CRYOGENIC PERMANENT MAGNET RELIEF VALVE,NELSON TOUSSAINT,,Phase I,Marotta Scientific Controls Inc,68390,,GSFC
MICROTHRUSTER,ROBERT FERRARI,,Phase I,Marotta Scientific Controls Inc,68504,,JPL
A COMPACT WAVEFRONT DIVIDING ROD-INTERFEROMETER FOR FT-IR SPECTROSCOPY FROM 1 TO 1000 MICRONS,DANETTE POULOS,,Phase I,Poulos Technical Services Inc,70000,,GSFC
IMPROVED THERMAL EFFICIENCY OF MICROWAVE AND MULTICHIP MODULES,AMARJIT KAUR,,Phase I,Princeton Microwave Technology Inc,69603,,GSFC
CASE AND SEMANTIC MODEL BASED INTELLIGENT SEARCH ENGINE FOR AUTOMATED INFORMATION PROCESSING,ALBERT ZALCMANN,,Phase I,Universal Technical Resource Serv Inc,66580,,JPL
MICRO GAS RHEOSTAT,ROBERT FERRARI,,Phase I,Marotta Scientific Controls Inc,68497,,JPL
A SOFTWARE ARCHITECTURE FOR EFFICIENT VISUALIZATION OF LARGE UNSTEADY CFD RESULTS,JEANNE MARA,,Phase II,JMSI Inc. dba Intelligent Light,582585,,LaRC
GAN BASED HIGH TEMPERATURE ULTRAVIOLET PHOTODETECTORS,DAVID HESS,,Phase II,Emcore Corp,591640,,GSFC
MICROTHRUSTER,ROBERT FERRARI,,Phase II,Marotta Scientific Controls Inc,560554,,JPL
A MONOLITHIC ACTIVE PIXEL INGAAS NEAR INFRARED FOCAL PLANE ARRAY,GREGORY OLSEN,,Phase II,Sensors Unlimited Inc.,600000,,GSFC
A COMPACT WAVEFRONT DIVIDING ROD-INTERFEROMETER FOR FT-IR SPECTROSCOPY FROM 1 TO 1000 MICRONS,DANETTE POULOS,,Phase II,Poulos Technical Services Inc,552109,,GSFC
DEVELOPMENT OF OPTO-ELECTRONIC INTEGRATED CIRCUITS FOR PHASED ARRAY SYSTEMS,CHUNI GHOSH,,Phase II,Princeton Electronic Systems Inc.,599948,,JPL
MICRO GAS RHEOSTAT,ROBERT FERRARI,,Phase II,Marotta Scientific Controls Inc,594118,,JPL
A MONOLITHIC ACTIVE PIXEL INGAAS NEAR INFRARED FOCAL PLANE ARRAY,GREGORY OLSEN,,Phase I,Sensors Unlimited Inc.,69791,,GSFC
A SOFTWARE ARCHITECTURE FOR EFFICIENT VISUALIZATION OF LARGE UNSTEADY CFD RESULTS,JEANNE MARA,,Phase I,JMSI Inc. dba Intelligent Light,64119,,LaRC
