PLASMA-SPRAYED THIN-FILM SELECTIVE EMITTER FOR THERMOPHOTOVOLTAIC POWER CONVERSION,JAMES BLOCK,,Phase I,Creare LLC,69775,,GRC
DIAMOND COATING FOR LONG-LIFE MECHANICAL INTERFACES,JAMES BLOCK,,Phase I,Creare LLC,69905,,GSFC
ULTRA-LIGHTWEIGHT LOW-DRAG HEAT EXCHANGER FOR HIGH-ALTITUDE AIRCRAFT,JAMES BLOCK,,Phase I,Creare LLC,69700,,AFRC
LOW WEIGHT HIGH PERFORMANCE CRYOGENIC HEAT EXCHANGER,JAMES BLOCK,,Phase I,Creare LLC,69343,,JPL
PROPOSAL FOR AN INK-JET RAPID PROTOTYPING MACHINE,AL HASTBACKA,,Phase I,Sanders Design Intl,69670,,MSFC
A PORTABLE MULTIBAND SPECTROMETER FROM UV TO FAR IR,JENS PETER DYBWAD,,Phase I,Designs & Prototypes,68356,,JPL
RAPID E-BEAM CURABLE FILAMENT WOUND OXYGEN RESISTANT POLYMERIC COMPOSITES FOR STRESS FREE ROCKET MOTOR CASES CRYOGENIC STORAGE &amp; SPACECRAFT PRESSURE VESSELS,THOMAS WALTON,,Phase I,Aeroplas Corp Intl,69299,,MSFC
PORTABLE VISION SYSTEM FOR WELD QUALITY MONITORING &amp; NDE APPLICATIONS,JOHN AGAPAKIS,,Phase I,Acuity Imaging Inc,68954,,MSFC
AN ADVANCED MODELING CODE FOR TRANSIENT TWO-PHASE SYSTEMS,JAMES BLOCK,,Phase I,Creare LLC,69652,,GRC
AN ADVANCED MODELING CODE FOR TRANSIENT TWO-PHASE SYSTEMS,JAMES BLOCK,,Phase II,Creare LLC,598833,,GRC
LIGHTWEIGHT RECUPERATIVE RADIATOR FOR SPACECRAFT THERMAL MANAGEMENT,JAMES BLOCK,,Phase II,Creare LLC,592090,,JSC
ON-BOARD REAL-TIME DATA ACQUISITION AND ANALYSIS SYSTEM,JAMES BLOCK,,Phase II,Creare LLC,595000,,AFRC
ULTRA-LIGHTWEIGHT LOW-DRAG HEAT EXCHANGER FOR HIGH-ALTITUDE AIRCRAFT,JAMES BLOCK,,Phase II,Creare LLC,597000,,AFRC
LOW WEIGHT HIGH PERFORMANCE CRYOGENIC HEAT EXCHANGER,JAMES BLOCK,,Phase II,Creare LLC,600000,,JPL
PROPOSAL FOR AN INK-JET RAPID PROTOTYPING MACHINE,AL HASTBACKA,,Phase II,Sanders Design Intl,563817,,MSFC
A PORTABLE MULTIBAND SPECTROMETER FROM UV TO FAR IR,JENS PETER DYBWAD,,Phase II,Designs & Prototypes,594192,,JPL
PLASMA-SPRAYED THIN-FILM SELECTIVE EMITTER FOR THERMOPHOTOVOLTAIC POWER CONVERSION,JAMES BLOCK,,Phase II,Creare LLC,599968,,GRC
ON-BOARD REAL-TIME DATA ACQUISITION AND ANALYSIS SYSTEM,JAMES BLOCK,,Phase I,Creare LLC,69700,,AFRC
LIGHTWEIGHT RECUPERATIVE RADIATOR FOR SPACECRAFT THERMAL MANAGEMENT,JAMES BLOCK,,Phase I,Creare LLC,69644,,JSC
