Optimal Systolic Architectures for Numerical Linear Algebra, ,,Phase I,Systolic Technology Inc,50000,,ARC
Composite Thermal Protection Material, ,,Phase I,Amercom Inc,50000,,ARC
Advanced Flight Planning System, ,,Phase I,Analytical Mechanics Assoc,50000,,LaRC
Light-Weight Linear Alternators for Free-Piston Stirling Power Systems,Glendon Benson,,Phase I,Aker Industries Inc,50000,,GRC
Engineering Workstations for Distributed Parameter Systems,Michael Lyons,,Phase I,Integrated Systems Inc,50000,,LaRC
Two-Band IR Detector Array,John Stuart,,Phase I,Irvine Sensors Corp,50000,,GSFC
Detonation-Wave Augmentation of Gas Turbines, ,,Phase I,Istar Inc,49000,,GRC
Scanning Laser Velocimeter for Turbulence Research,F. K. Owen,,Phase I,Complere Inc.,45000,,LaRC
Holographic-Processor Optical Wavelength Demodulation in Fiber-Optic Systems,William Quick,,Phase I,OPCOA Inc,41000,,JPL
High-Speed Self-Testing Microprocessor for Spacecraft Applications,Constantin Timoc,,Phase I,Spaceborne Inc.,47000,,LaRC
Scintillating Optical Fiber Arrays,Harry Watts,,Phase I,Fibre Optics Dev Systems Inc,50000,,GSFC
Moored Oceanographic Spectroradiometer,Dennis Bryan,,Phase I,Biospherical Instruments Inc.,50000,,JPL
Joined Wing Aircraft,Julian Wolkovitch,,Phase I,ACA Industries Corp,50000,,ARC
Prediction of Ultimate Strength of Composite Curved Frame Members, ,,Phase I,Anamet Laboratories Inc,38000,,LaRC
Non-Destructive Inspection Techniques for Multi-Layer and Foam Insulations, ,,Phase I,Spectron Development Labs,50000,,MSFC
Improved Perfluoroalkylether Fluid Development, ,,Phase I,Ultrasystems Inc,50000,,GRC
High-Speed Self-Testing Microprocessor for Spacecraft Applications,Constantin Timoc,,Phase II,Spaceborne Inc.,497000,,LaRC
Non-Destructive Inspection Techniques for Multi-Layer and Foam Insulations, ,,Phase II,Spectron Development Labs,389000,,MSFC
Advanced Aircraft Flight Control System, ,,Phase II,Systems Technology Inc.,263000,,LaRC
Improved Perfluoroalkylether Fluid Development, ,,Phase II,Ultrasystems Inc,240543,,GRC
Joined Wing Aircraft,Julian Wolkovitch,,Phase II,ACA Industries Corp,679912,,ARC
Moored Oceanographic Spectroradiometer,Dennis Bryan,,Phase II,Biospherical Instruments Inc.,500000,,JPL
Increasing the Convergence Rate Euler Equation Solutions,David Nixon,,Phase II,Nielsen Engineering & Research Inc.,338000,,ARC
Scintillating Optical Fiber Arrays,Harry Watts,,Phase II,Fibre Optics Dev Systems Inc,316568,,GSFC
Dual Thermoplastic Holography Recording System for Flow Diagnostics, ,,Phase II,Spectron Development Labs,250084,,ARC
Composite Thermal Protection Material, ,,Phase II,Amercom Inc,406000,,ARC
Advanced Flight Planning System, ,,Phase II,Analytical Mechanics Assoc,493000,,LaRC
Disposable-Tether Payload Deployment System,James Clinton,,Phase II,Energy Science Laboratories Inc.,497422,,MSFC
Optimal Systolic Architectures for Numerical Linear Algebra, ,,Phase II,Systolic Technology Inc,500000,,ARC
Advanced Monolithic Gallium-Arsenide Switch Matrix,Daniel Ch&#039;En,,Phase II,Microwave Monolithics Inc,444000,,GRC
Dual Thermoplastic Holography Recording System for Flow Diagnostics, ,,Phase I,Spectron Development Labs,50000,,ARC
Improved Outside Visual Cues for Aeronautical Simulators, ,,Phase I,Systems Technology Inc.,50000,,ARC
Advanced Aircraft Flight Control System, ,,Phase I,Systems Technology Inc.,50000,,LaRC
Disposable-Tether Payload Deployment System,James Clinton,,Phase I,Energy Science Laboratories Inc.,50000,,MSFC
Concurrency and Processing Distribution in Horizontally Microprogrammed Processors,Erwin Warshawsky,,Phase I,JRS Research Laboratories Inc,45000,,ARC
Advanced Monolithic Gallium-Arsenide Switch Matrix,Daniel Ch&#039;En,,Phase I,Microwave Monolithics Inc,50000,,GRC
Electrohydrodynamic Synthesis of Silicon-Nitride Ultrafine Powders and Coatings, ,,Phase I,Phrasor Scientific Inc,49000,,GRC
Increasing the Convergence Rate Euler Equation Solutions,David Nixon,,Phase I,Nielsen Engineering & Research Inc.,50000,,ARC
