Airflow Monitor and Stall Warning Device,Alfred Worden,,Phase I,MW Aerospace Inc,49596,,ARC
Rapid Diagnosis of Bacterial Infectious Diseases Under Microgravity Conditions, ,,Phase I,Micro Concepts Research Corp,49988,,JSC
Knowledge-Based Reusable Software Synthesis System,Edward Comer,,Phase I,Software Productivity Solutions Inc,45862,,LaRC
High-Performance Millimeter-Wave Microstrip Circulators and Isolators, ,,Phase I,E-Tek Dynamics Inc,49704,,JPL
Tunable Laser Diode and Optical Phase-Locked Loop for Lidar Tracking and Sensors, ,,Phase I,E-Tek Dynamics Inc,49767,,JSC
Microminiature Electro-Optic Switching Matrix Module, ,,Phase I,E-Tek Dynamics Inc,49801,,KSC
Thrust Vector Control Using Moveable Struts,Robert Cavalleri,,Phase I,Applied Technology Assoc Inc,49970,,MSFC
Airflow Monitor and Stall Warning Device,Alfred Worden,,Phase II,MW Aerospace Inc,491660,,ARC
Thrust Vector Control Using Moveable Struts,Robert Cavalleri,,Phase II,Applied Technology Assoc Inc,487308,,MSFC
High-Performance Millimeter-Wave Microstrip Circulators and Isolators, ,,Phase II,E-Tek Dynamics Inc,225612,,JPL
Tunable Laser Diode and Optical Phase-Locked Loop, ,,Phase II,E-Tek Dynamics Inc,488950,,JSC
Knowledge-Based Reusable Software Synthesis System,Edward Comer,,Phase II,Software Productivity Solutions Inc,496320,,LaRC
Microminiature Electro-Optic Switching Matrix Module, ,,Phase II,E-Tek Dynamics Inc,482141,,KSC
