Atomic Oxygen Source for Superconductor Thin-Film Fabrication,J. Albert Schultz,,Phase I,Ionwerks,49000,,JPL
Knowledge-Based-Systems Technologies for Advanced Decision Support System,John Skratt,,Phase I,Econ Inc,49352,,ARC
Evaluation of Several New Perfluoropolyether Copolymers Containing Tetrafluoroethylene Oxide,Richard Lagow,,Phase I,Exfluor Research Corp,50000,,GRC
Growth of III-V Ternary Crystals by Liquid-Phase Electroepitaxy,Russell Ramsland,,Phase I,Microgravity Research Assoc Inc,49765,,GRC
Sensors for Flight Research,Kevin Wood,,Phase I,Research Innovation Implementation,47802,,ARC
TOF-MS Leak Detectors,Lila Anderson,,Phase I,SI Diamond Technology Inc,50000,,GRC
Intelligent Information Management with Xy Imaging,Gary Kidder,,Phase I,Spectrum Management Group Inc,49846,,JPL
An Extensible Shell for Information Access in Heterogeneous Environments,Shou-Hsuan Stephen Huang,,Phase I,HSA Inc,49850,,GSFC
New Approach for Solving Navier-Stokes Equations on Unstructured Grids Based on Adaptive Methods,J. Tinsley Oden,,Phase I,Computational Mechanics Company Inc,50000,,ARC
Integrated EVA Antenna-Module for Space Station Multiple-Access Communication,Thomas Mackey,,Phase I,Shason Microwave,48091,,JSC
Pre- and Post-Processing Techniques for Determing Goodness of Computational Meshes,J. Tinsley Oden,,Phase I,Computational Mechanics Company Inc,49968,,MSFC
An Integrated Graphics and On-Orbit Vehicle Dynamics Simulation,J. Mark Voss,,Phase I,Lincom Corp,50000,,JSC
An Extensible Shell for Information Access in Heterogeneous Environments,Shou-Hsuan Stephen Huang,,Phase II,HSA Inc,493854,,GSFC
Autonomous Leak Detector for Orbiting Spacecraft,Lila Anderson,,Phase II,SI Diamond Technology Inc,499228,,GRC
Integrated Active-Antenna Module for Space Station Multiple-Access Communication,Roland Shaw,,Phase II,Shason Microwave,238600,,JSC
New Approach for Solving Navier-Stokes Equations on Unstructured Grids Based on Adaptive Methods,J. Tinsley Oden,,Phase II,Computational Mechanics Company Inc,493000,,ARC
An Integrated Graphics and On-Orbit Vehicle Dynamics Simulation,William Lindsay,,Phase II,Lincom Corp,421600,,JSC
Growth of InGaAs Bulk Ternary Crystals by Liquid-Phase Electroepitaxy,Russell Ramsland,,Phase II,Microgravity Research Assoc Inc,498800,,MSFC
The Parametric-Avalanche Control-Module Prototype Cognitive Neurocomputer,J. E. Collard,,Phase II,Martingale Research Corp,499884,,JSC
Cognitive Neurocomputer for Mission Planning and Control,J. E. Collard,,Phase I,Martingale Research Corp,50000,,JSC
Pre- and Post-Processing Techniques for Determing Goodness of Computational Meshes,J. Tinsley Oden,,Phase II,Computational Mechanics Company Inc,497444,,MSFC
