SETI CW Signal Detector,Jerome Duluk,,Phase I,Silicon Engines Inc,50000,,ARC
Integrated Structural Analysis and Design Optimization,Hasan Kamil,,Phase I,Structural Integrity Assoc Inc,47534,,GRC
Architectures for Semi-Autonomous Planning in Unrestricted Environments,Betty Lester,,Phase I,Advanced Decision Systems,49575,,JSC
Oxygen Extraction from Mars for Advanced Mission Life-Support and Power, ,,Phase I,Aquanautics Corp,50000,,JSC
Diamond Thin-Films for Detectors,Russ Knittel,,Phase I,Crystallume,50000,,GSFC
Magnetically-Controlled Power Distribution and Control System, ,,Phase I,CTK Enterprises,49220,,GSFC
Simultaneous Temperature Density and Flow Diagnostics for Aeropropulsion Systems,Olive Lee,,Phase I,Gemfire Corp,47768,,GRC
High-Sensitivity Active Cavity Radiometer,Richard Willson,,Phase I,Radiometrics Corporation,49578,,GSFC
Advanced Instrumentation for Aircraft Icing Research,W. D. Bachalo,,Phase I,Aerometrics Inc,49900,,GRC
Diagnostics for Rocket Engine Spray Characterizations,W. D. Bachalo,,Phase I,Aerometrics Inc,49990,,MSFC
Monolithic GaAs Digitizer for Space-Based Laser-Altimeter Pulse-Spreading Effect,Francis Chang,,Phase I,Amerasia Technology Inc,49967,,GSFC
Low-CTE Particulate-Reinforced Metal Matrix Composite Material,Olin Hudson,,Phase I,DWA Composite Specialties Inc,49954,,JSC
Propeller-Wake-Induced Structure-Borne Interior Noise,C. Thomas Savell,,Phase I,Dynamic Analysis & Testing Assoc,49915,,GRC
Advanced Thermal Protection Materials,Robert Tuffias,,Phase I,Ultramet,50000,,GRC
High-Temperature Turbine Blades,Robert Tuffias,,Phase I,Ultramet,49513,,GRC
High-Performance High-Temperature Heat Pipes,Robert Tuffias,,Phase I,Ultramet,49553,,LaRC
High-Resolution Electronic Photography, ,,Phase I,Cellulose Conversion Enterpr,50000,,JSC
Microanalytical Characterization of Biogenic Components in Interplanetary Dust, ,,Phase I,Charles Evans & Assoc,49520,,ARC
Polymer with Biaxial Strength for Pyroelectric Applications,Randall Olsen,,Phase I,Chronos Research Laboratories Inc,49974,,GSFC
Fiber Sensors for High Temperatures and Pressures,Johnny Yee,,Phase I,Lasergenics Corporation,48899,,JSC
Filament Winding Process for Thermoplastic Matrix Composites,Lynn Sheridan,,Phase I,PDA Engineering,49587,,MSFC
Computations of Separated Flows with an Improved K-Epsilon Model,Joelle Champn,,Phase I,Applied & Theoretical Mech,49997,,ARC
Continuous Detection of Toxic Vapors Using a Field-Domain Ion-Mobility Spectrometer,Margo Bowers,,Phase I,Femtometrics Inc,49591,,KSC
Computational Fluid Dynamics of Store Separation, ,,Phase I,JAI Assoc Inc,49993,,ARC
Novel Heat Pipe Systems,Richard Baker,,Phase I,Membrane Technology & Research Inc,49596,,GSFC
Automated Atmospheric Analysis for Manned Space Missions,Paul Clifford,,Phase I,Mosaic Industries Inc,49991,,MSFC
Chemical Vapor Deposition of TiAl Foils,Faith Reynolds,,Phase I,MSNW Inc,49966,,LaRC
Thrust Vector Control, ,,Phase I,Sparta Inc,50000,,MSFC
Fault-Tolerant Distributed Intelligent Systems, ,,Phase I,ISX Corp,49967,,ARC
Modular ECLSS for a Mid-Deck Animal Habitat Testbed,Richard Mains,,Phase I,Down To Earth,49820,,ARC
Flow Visualization Study of Delta Wings in Wing-Rock Motion,Andrew Skow,,Phase I,Rolling Hills Research Corporation,49461,,ARC
HYMOSS Signal Processing for Pushbroom Spectral Imaging,John Stuart,,Phase I,Irvine Sensors Corp,49977,,JPL
High-Temperature Superconductors in Monolithic Microwave and Millimeter-Wave Integrated Circuits,Daniel Ch&#039;En,,Phase I,Microwave Monolithics Inc,49712,,JPL
High-Efficiency Low-Cost Monolithic Module Distress Beacons,Daniel Ch&#039;En,,Phase I,Microwave Monolithics Inc,50000,,GRC
An Optical Angle-of-Attack Sensor,F. K. Owen,,Phase I,Complere Inc.,47070,,ARC
Laser-Based Transition Detector,F. K. Owen,,Phase I,Complere Inc.,49389,,ARC
Scintillating Optical Fiber Trajectory Detectors,Harry Watts,,Phase I,Fibre Optics Dev Systems Inc,49999,,GSFC
Practical Application of Multivariable Robustness Methods to Advanced Aircraft Flight Control, ,,Phase I,Systems Technology Inc.,49925,,LaRC
Electroencephalographic Monitoring of Complex Mental Tasks,Raul Guisado,,Phase I,Center for Neurodiagnostic Study Inc,49020,,LaRC
Integrated Design System for High-Altitude Long-Endurance Aircraft for Micro Computers, ,,Phase I,David Hall Consulting,50000,,ARC
Supersonic Turbulent Reacting Flow Modeling and Calculation,David Nixon,,Phase I,Nielsen Engineering & Research Inc.,49979,,GRC
Adaptive Weld Control Through Expert System Interpretation,Paul Lovoi,,Phase I,International Technical Assoc,48814,,MSFC
Position-Sensitive CdTe Detector Using Improved Crystal Growth Method,E. Raiskin,,Phase I,San Diego Semiconductors Inc,49911,,GSFC
Miniaturized Fiber-Pulling Apparatus for Producing Single-Crystal-Core Glass Fibers in Microgravity,Paul Shlichta,,Phase I,Crystal Research Inc.,49316,,GRC
Fiber-Optic Pressure Sensor for Wind Tunnel Applications,William Quick,,Phase I,OPCOA Inc,49994,,LaRC
Digital Storage Device Using Thin-Film Shape-Memory Alloy, ,,Phase I,TiNi Alloy Co,49780,,ARC
Telepresence Sensor and Control Helmet,Leonard Welsch,,Phase I,Odetics Inc,50000,,JPL
Lightweight Advanced Composite Gondola for Stratospheric Balloons,Lynn Sheridan,,Phase I,PDA Engineering,49920,,GSFC
Damage Inspection and Verification of Tethers,George Howard,,Phase I,Anco Engineers Inc,48864,,MSFC
Microwave Network Analyzer for Superconductor-Insulator-Superconductor Mixer Research,Wiyman Williams,,Phase I,Metriwave Inc,50000,,JPL
Control Algorithm for Redundant Degree-of-Freedom Manipulators,Leonard Welsch,,Phase I,Odetics Inc,50000,,JPL
Passive Electro-Optical Sensor for Processing Helicopter Obstacle Avoidance,William Kendall,,Phase I,Space Computer Corp,50000,,ARC
Processing for Atmospheric Measurements,John Stuart,,Phase I,Irvine Sensors Corp,47727,,MSFC
Real-Time Identification of Structural Modes, ,,Phase I,Systems Technology Inc.,49996,,ARC
Pulse-Combustor-Driven Recuperated or Regenerated Gas Turbine,John Kelly,,Phase I,Altex Technologies Corp,49830,,GRC
Direct Simulation Monte Carlo of Vacuum Plumes,Jose Chirivella,,Phase I,Ergo-Tech Systems Inc,49917,,MSFC
Electroencephalographic Monitoring of Complex Mental Tasks,Raul Guisado,,Phase II,Center for Neurodiagnostic Study Inc,413334,,LaRC
Architectures for Semi-Autonomous Planning,Betty Lester,,Phase II,Advanced Decision Systems,500000,,JSC
Adaptive Vision for Welding Guidance System,Paul Lovoi,,Phase II,International Technical Assoc,496571,,MSFC
Microwave Network Analyzer for Superconductor-Insulator-Superconductor Mixer Research,Wiyman Williams,,Phase II,Metriwave Inc,524997,,JPL
Digital Storage Medium Using Thin-Film Shape-Memory Alloy, ,,Phase II,TiNi Alloy Co,496461,,ARC
Advanced Instrumentation for Aircraft Icing Research,W. D. Bachalo,,Phase II,Aerometrics Inc,487519,,GRC
Ultra-Low-CTE Discontinuous Metal Matrix Composite Space Truss,Olin Hudson,,Phase II,DWA Composite Specialties Inc,500000,,JSC
High-Temperature Turbine Blades,Robert Tuffias,,Phase II,Ultramet,496050,,GRC
Fault-Tolerant Distributed Intelligent Systems, ,,Phase II,ISX Corp,499953,,ARC
Gravity-Induced Loss-of-Consciousness Detection and Recovery System - AF Phase I,Andrew Skow,,Phase II,Rolling Hills Research Corporation,498384,,ARC
On-Focal-Plane Signal Processing for Atmospheric Measurements,John Stuart,,Phase II,Irvine Sensors Corp,498819,,MSFC
High-Efficiency Low-Cost GaAs Monolithic RF Module SARSAT Distress Beacons,Daniel Ch&#039;En,,Phase II,Microwave Monolithics Inc,488721,,GRC
An Optical Angle-of-Attack Sensor,F. K. Owen,,Phase II,Complere Inc.,495550,,ARC
Thrust Vector Control, ,,Phase II,Sparta Inc,495204,,MSFC
Monolithic GaAs Digitizer for Space-Based Laser-Altimeter Pulse-Spreading Effect,Francis Chang,,Phase II,Amerasia Technology Inc,495225,,GSFC
An Expert System for Integrated Analysis and Optimization of Aerospace Structures,Hasan Kamil,,Phase II,Structural Integrity Assoc Inc,491545,,GRC
HYMOSS Signal Processing for Pushbroom Spectral Imaging,John Stuart,,Phase II,Irvine Sensors Corp,496151,,JPL
Passive Electro-Optical Sensor for Processing Helicopter Obstacle Avoidance,William Kendall,,Phase II,Space Computer Corp,497713,,ARC
Methods for Evaluating the Predictive Accuracy of Structural Dynamic Models,Timothy Hasselman,,Phase II,Engineering Mechanics Assoc Inc,494478,,JPL
Microanalytical Characterization of Biogenic Components in Interplanetary Dust, ,,Phase II,Charles Evans & Assoc,472572,,ARC
Control Algorithm for Redundant Degree-Of-Freedom Manipulators,Leonard Welsch,,Phase II,Odetics Inc,497669,,JPL
Fiber-Optic Pressure Sensor for Wind Tunnel Applications,William Quick,,Phase II,OPCOA Inc,321191,,LaRC
Supersonic Turbulent Reacting Flow Modeling and Calculation,David Nixon,,Phase II,Nielsen Engineering & Research Inc.,384697,,GRC
Computational Fluid Dynamics of Store Separation, ,,Phase II,JAI Assoc Inc,445781,,ARC
Controlled-Density Composite Carbide Structural Ceramics,Glendon Benson,,Phase I,Aker Industries Inc,46250,,GRC
Programmable-Rate Digital Modem Utilizing Digital Signal Processing Techniques Support Burst Modes,Robert Wallace,,Phase I,Multipoint Communications Corp,49692,,GRC
High-Temperature and High-Response Skin Friction Sensor,Ian Moyle,,Phase I,Exotech Inc,49914,,LaRC
Adjustable Autonomy for Hazardous Robotic Operations,Betty Lester,,Phase I,Advanced Decision Systems,48200,,JSC
Stimulated Brillouin Diagnostics of Hypersonic Flow,Olive Lee,,Phase I,Gemfire Corp,49933,,JSC
Software Package to Compute the Incoming and Net Solar Irradiance at the Surface from GOES VISSR Data, ,,Phase I,Earth Space Research Inc,49720,,JPL
Methods for Evaluating the Predictive Accuracy of Structural Dynamic Models,Timothy Hasselman,,Phase I,Engineering Mechanics Assoc Inc,49896,,JPL
