Intercooling and Reheat with Heat Pipes,Calvin Silverstei,,Phase I,CCS Assoc,52576,,GRC
Dry Extraction of Silicon and Aluminum from Lunar Ores,Rudolf Keller,,Phase I,Emec Consultants,50000,,JSC
Magnetoencephalography for Real-Time Computer Control, ,,Phase I,Analytics Inc,49982,,JSC
Colorimetric Personnel Monitoring Badge for Hydrazines, ,,Phase I,GMD Systems Inc,49961,,KSC
Recording Pilot Eye-Movement Information on a Digital Flight-Data Recorder, ,,Phase I,Analytics Inc,49899,,LaRC
Liquid Carriers in Tissue Culture for Aeration,William Armiger,,Phase I,Biochem Technology Inc,49000,,JSC
Spectral Contents Readout of Birefringent Sensors,Alex Redner,,Phase I,Strainoptic Technologies Inc,50000,,ARC
Capillary-Pumped Thermal Conditioning System,Calvin Silverstei,,Phase I,CCS Assoc,52411,,MSFC
Dry Extraction of Silicon and Aluminum from Lunar Ores,Rudolf Keller,,Phase II,Emec Consultants,483125,,JSC
Liquid Carriers in Tissue Culture for Aeration,William Armiger,,Phase II,Biochem Technology Inc,500000,,JSC
Colorimetric Personnel Monitoring Badge for Hydrazines,Gerald Moore,,Phase II,GMD Systems Inc,216281,,KSC
An Eye-Brain-Task Testbed, ,,Phase II,Analytics Inc,494000,,JSC
Prototype Cockpit Ocular Recording System, ,,Phase II,Analytics Inc,484000,,LaRC
Variable-Speed Mid-Deck Centrifuge,David Chapman,,Phase II,Micro-G Research Inc,499352,,KSC
Variable-Speed Mid-Deck Centrifuge,David Chapman,,Phase I,Micro-G Research Inc,49989,,KSC
Spectral Contents Readout of Birefringent Sensors,Alex Redner,,Phase II,Strainoptic Technologies Inc,447700,,ARC
