Switched Hemispherical Antenna,Jeffrey Clark,,Phase I,Technical Research Assoc Inc,50000,,JSC
Imaging Altimeter Using Imaging Doppler Interferometry,Bruce Peterson,,Phase I,Novatech Inc,50000,,JPL
