Wiener-Hermite Simulation of Turbulence,David Wilcox,,Phase I,DCW Industries Inc,50000,,ARC
Cellulose Conversion for CELSS, ,,Phase I,Cellulose Conversion Enterpr,47683,,ARC
Polarization Stability of a Pyroelectric Conversion Material,Randall Olsen,,Phase I,Chronos Research Laboratories Inc,49953,,JPL
An Expert System for Space Power Design, ,,Phase I,Creative Enterprises,49293,,GRC
An All-Solid-State Tunable Laser for Remote Sensing Applications,Johnny Yee,,Phase I,Lasergenics Corporation,49161,,LaRC
Robust Natural Language Processor Transactional Dialogues, ,,Phase I,Natural Language Products,49970,,ARC
Single-Channel Handheld Optical Radar,Leonard Welsch,,Phase I,Odetics Inc,50000,,JSC
Advanced Torque Converters for Robotics and Space Applications,John Tracy,,Phase I,Talandic Research Corp,49983,,LaRC
Active Refrigeration and Heat-Pump Thermal Control of Spacecraft,Glendon Benson,,Phase I,Aker Industries Inc,49992,,MSFC
Deployable 1 MW Solar Concentrator with Receiver with Heat Storage,James Clinton,,Phase I,Energy Science Laboratories Inc.,49881,,GRC
Advanced Low-Cost Universal 20 GHz Monolithic Receiver Front-End,Daniel Ch&#039;En,,Phase I,Microwave Monolithics Inc,50000,,GRC
Rapid Computation with Nonlinear Numerical Algorithms,David Nixon,,Phase I,Nielsen Engineering & Research Inc.,49167,,ARC
Ultrafine Particle Production in Micro-Gravity,James Clinton,,Phase I,Energy Science Laboratories Inc.,49623,,MSFC
Widely Tunable Gas Laser for Remote Sensing of Stratosphere,Lewis Bieck,,Phase I,Rothe Technical Research,49826,,JPL
Advanced GaAs Monolithic 20 GHz RF Switch Matrix,Daniel Ch&#039;En,,Phase I,Microwave Monolithics Inc,50000,,GRC
Measurement of Chlorophyll Related Pigments and Productivity in the Sea,Dennis Bryan,,Phase I,Biospherical Instruments Inc.,50000,,JPL
Multi-User Programmable Modem, ,,Phase I,Telecomm Science Assoc Inc,49769,,GRC
Pulsed Laser Holocamera for Wind Tunnel Testing, ,,Phase I,Spectron Development Labs,49982,,ARC
Electronic Component Temperature Control Using Metal-Matrix Composites,Olin Hudson,,Phase I,DWA Composite Specialties Inc,49818,,GRC
West Coast Storm Forecasting with Satellite Data, ,,Phase I,Remote Sensing Systems,50000,,GSFC
Analysis of Micrometer and Submicrometer Atmospheric Aerosols,Stanley Klainer,,Phase I,ST&E Inc,48293,,LaRC
Optimal Guidance with Obstacle Avoidance for NOE Flight,Robert Witters,,Phase I,Tau Corp,50000,,ARC
Low-Overhead Error Protection for LPC+ Digitized Speech, ,,Phase I,Time & Space Processing Inc,49680,,JPL
High-Temperature Aluminum-Bronze Matrix Composites,Olin Hudson,,Phase I,DWA Composite Specialties Inc,48480,,GRC
Decision-Making Modeling Theory of Human Error, ,,Phase I,Systems Technology Inc.,50000,,ARC
Electronic Component Temperature Control Using Metal-Matrix Composites,Olin Hudson,,Phase II,DWA Composite Specialties Inc,472000,,GRC
Decision-Making Modeling Theory of Human Error, ,,Phase II,Systems Technology Inc.,250000,,ARC
Shear-Stress Sensor Development Using Surface Acoustic Waves, ,,Phase II,Raman Aeronautics Inc,221000,,ARC
Analysis of Atmospheric Aerosols with -0.3 Micrometer Spacial Resolution,Stanley Klainer,,Phase II,ST&E Inc,486000,,LaRC
Large Deployable Solar Concentrator with Receiver and Heat Storage,James Clinton,,Phase II,Energy Science Laboratories Inc.,480000,,GRC
Advanced Low-Cost Universal 20 GHz Monolithic Receiver Front-End,Daniel Ch&#039;En,,Phase II,Microwave Monolithics Inc,500000,,GRC
Measurement of Chlorophyll Related Pigments and Productivity in the Sea,Dennis Bryan,,Phase II,Biospherical Instruments Inc.,453000,,JPL
Providing Structural Modules with Self-Integrity Monitoring,George Howard,,Phase II,Anco Engineers Inc,439000,,JPL
Simultaneous Orbit Determination with Physical Connectedness, ,,Phase II,Applied Technology Assoc Inc,498000,,GSFC
Advanced GaAs Monolithic 20 GHz RF Switch Matrix,Daniel Ch&#039;En,,Phase II,Microwave Monolithics Inc,497000,,GRC
Handheld Optical Radar,Leonard Welsch,,Phase II,Odetics Inc,500000,,JSC
Optimal Guidance with Obstacle Avoidance for NOE Flight,Robert Witters,,Phase II,Tau Corp,487000,,ARC
Space Structures Concepts and Materials,Olin Hudson,,Phase II,DWA Composite Specialties Inc,498000,,MSFC
Optical Method to Determine the Impact of Heavy Rain on Aircraft Performance, ,,Phase II,Spectron Development Labs,497825,,LaRC
Widely Tunable Gas Laser for Remote Sensing of Stratosphere,Lewis Bieck,,Phase II,Rothe Technical Research,575500,,JPL
Optimal Systolic Architectures for the Navier-Stokes Equations, ,,Phase II,Systolic Technology Inc,331000,,ARC
Ultrafine Particle and Fiber Production in Micro-Gravity,James Clinton,,Phase II,Energy Science Laboratories Inc.,469000,,MSFC
Low-CTE Metal Matrix Composite Fittings,Olin Hudson,,Phase I,DWA Composite Specialties Inc,47837,,MSFC
Optical Technique: the Impact of Heavy Rain on Aircraft Performance, ,,Phase I,Spectron Development Labs,49924,,LaRC
Optimal Systolic Architectures for the Navier-Stokes Equations, ,,Phase I,Systolic Technology Inc,50000,,ARC
Providing Structural Modules with Self-Integrity Monitoring,George Howard,,Phase I,Anco Engineers Inc,49922,,JPL
Simultaneous Orbit Determination with Physical Connectedness, ,,Phase I,Applied Technology Assoc Inc,49750,,GSFC
Computer Software for Signal Processing for Multiple Mixed Transducers, ,,Phase I,Aptech Imaging Inc,49636,,KSC
Shear-Stress Sensor Development Using Surface Acoustic Waves, ,,Phase I,Raman Aeronautics Inc,49941,,ARC
An All-Solid-State Tunable Laser for Remote Sensing Applications,Johnny Yee,,Phase II,Lasergenics Corporation,489000,,LaRC
West Coast Storm Forecasting with Satellite Data, ,,Phase II,Remote Sensing Systems,491000,,GSFC
