HIRIS-Oriented Visualization Software System,W. Kober,,Phase I,Vextra Corp,49855,,GSFC
Supercritical Cryogenic Self-Contained Breathing Apparatus,H. L. Gier,,Phase I,Aerospace Design & Development Inc,49692,,KSC
Automation of Stowage,Thomas F.V. Meagher,,Phase I,Aptek Inc,49987,,JSC
Novel Laser System for Forecasting and Mitigating Lightning Strikes,Donald Rottner,,Phase I,Ophir Corp,49960,,KSC
Robotic Actuator Optimization,John Gould,,Phase I,Unique Mobility Inc,49586,,GRC
Constant-Temperature Heat Storage in Metal Hydrides,Franklin Lynch,,Phase I,Hydrogen Consultants Inc,48803,,GRC
High-Instantaneous-Data-Rate Burst-Signal Receiver,Thomas Linnenbrink,,Phase I,Q-Dot Inc,49954,,GRC
Parallel Multilevel Adaptive Methods for Flows in Transition,Jack Deeter,,Phase I,Colorado Research Development Corp,47500,,LaRC
Glove Controller with Force and Tactile Feedback for Dexterous Robotic Hands,Stefan Begej,,Phase I,Begej Corp,49509,,JSC
Incipient Combustion Monitor for Zero-Gravity Environments,Judith Armstrong,,Phase I,ADA Technologies Inc.,49263,,MSFC
Supercritical Cryogenic Self-Contained Breathing Apparatus,H. L. Gier,,Phase II,Aerospace Design & Development Inc,493763,,KSC
Automation of Stowage,Alberta Meagher,,Phase II,Aptek Inc,484360,,JSC
Laser Lightning Triggering System for Forecasting,James Miller,,Phase II,Ophir Corp,500000,,KSC
Robotic Actuator Optimization,William Anderson,,Phase II,Unique Mobility Inc,499826,,GRC
Glove Controller with Force and Tactile Feedback for Dextrous Robotic Hands,Stefan Begej,,Phase II,Begej Corp,228891,,JSC
Parallel Multilevel Adaptive Methods for Flows in Transition,Jack Deeter,,Phase II,Colorado Research Development Corp,499797,,LaRC
