Swirl Annular Combustor for Aircraft Gas Turbine Engines,Thomas Sobota,,Phase I,Advanced Projects Research Inc,70000,,GRC
Nonintrusive Flow Visualization to Locate Vortices and Laminar-to-Turbulent Transition,Nira Lavid,,Phase I,ENERGIA Inc,70000,,ARC
Turbomachinery Vibration Analysis with a New Parallel Time Decomposition Scheme,Barbara Hawk,,Phase I,Continuum Dynamics Inc.,69169,,GRC
Monolithic Optically Resonant Infrared Detector Arrays Using Indium-Gallium-Arsenide on Silicon,Abhay Joshi,,Phase I,Discovery Semiconductors Inc.,68600,,GSFC
Passive Temperature Compensating Attenuator,Taylor Adair,,Phase I,EMC Technology Inc,67407,,GRC
Simulation of Electron and Ion Lenses for Mass Spectroscopy,Chuni Ghosh,,Phase I,Princeton Electronic Systems Inc.,68207,,GSFC
Heterojunction Bipolar Transistor for High-Efficiency Two-Watt Linear Amplifier,Amarjit Kaur,,Phase I,Princeton Microwave Technology Inc,32153,,JSC
Advanced Rendering for Scalable Parallel Systems,Lawrence Finkel,,Phase I,Spotlight Graphics Inc,63576,,GSFC
Room-Temperature Resonant-Cavity Tunable Photodetectors Using III-V Materials for 2 to 5 Microns,Gregory Olsen,,Phase I,Sensors Unlimited Inc.,69188,,LaRC
Automation of Aerospace Power System Diagnostics,Anthony Giordano,,Phase I,Giordano Automation,69921,,MSFC
Parallel Large Eddy Simulation Code for Geophysical and Space Physical Applications,R. Karp,,Phase I,Cambridge Hydrodynamics Inc,70000,,GSFC
Solution to Impact Loads in Pressure Relief Valves,William Browne,,Phase I,Marotta Scientific Controls Inc,52890,,SSC
Charge-Coupled-Devive Camera with Large Dynamic Range,Gregory Olsen,,Phase I,Sensors Unlimited Inc.,69768,,GSFC
Aeroelastic Navier-Stokes Code Using a Novel High-Order Compact Scheme,Barbara Hawk,,Phase I,Continuum Dynamics Inc.,69262,,ARC
Parallel Large Eddy Simulation Code for Geophysical and Space Physical Applications,R. Karp,,Phase II,Cambridge Hydrodynamics Inc,595683,,GSFC
Automation of Aerospace Power System Diagnostics,Anthony Giordano,,Phase II,Giordano Automation,579559,,MSFC
Room-Temperature Resonant-Cavity Tunable Photodetectors Using III-V Materials for 2 to 5 Microns,Gregory Olsen,,Phase II,Sensors Unlimited Inc.,541502,,LaRC
Monolithic Indium-Gallium-Arsenide-on-Silicon Optically Resonant Infrared Detector Arrays,Abhay Joshi,,Phase II,Discovery Semiconductors Inc.,566241,,GSFC
Simulation of Electron and Ion Lenses for Mass Spectroscopy,Chuni Ghosh,,Phase II,Princeton Electronic Systems Inc.,591748,,GSFC
Solution to Impact Loads in Pressure Relief Valves,William Browne,,Phase II,Marotta Scientific Controls Inc,568535,,SSC
Passive Temperature Compensating Attenuator,Taylor Adair,,Phase II,EMC Technology Inc,501978,,GRC
Turbomachinery Vibration Analysis with a New Parallel Time Decomposition Scheme,Barbara Hawk,,Phase II,Continuum Dynamics Inc.,595191,,GRC
