Embedded-Optical-Fiber Near-Infrared Fluorosensor for NDE of Aerospace Systems,Clayton A.T. Nyberg,,Phase I,Systems & Processes Engineering Corporation,70000,,LaRC
Indium-Phosphide Quantum-Well Solar Cells,Alexandre Freundlich,,Phase I,International Stellar Technology Inc,70000,,HQ
Automated Assessment of Low-Dose Radiation Damage,James Hurn,,Phase I,Perceptive Scientific Instruments Inc,69247,,JSC
Membrane Process for High-Efficiency Water Recovery,Oliver Murphy,,Phase I,Lynntech Inc.,70000,,JSC
Internally Humidified Lightweight Regenerative Proton-Exchange-Membrane Fuel Cell,G. Duncan Hitchens,,Phase I,Lynntech Inc.,70000,,GRC
Thermoelectric Refrigeration System with Soft-Vacuum Panel Insulation Technology,Jack Ridings,,Phase I,Micro Craft Inc,63009,,JSC
Cytogenetic Assessment of Low-Dose Radiation Damage,Howard Gratzner,,Phase I,Oncyte Inc,67761,,JSC
Liquid Dispersion and Electrostatic Encapsulation of Drugs,Benjamin Mosier,,Phase I,Institute for Research Inc,70000,,JSC
Fault Isolation Using Fuzzy Sets,Bob Culpepper,,Phase I,Lincom Corp,63030,,JSC
Fault Isolation Using Fuzzy Sets,Bob Culpepper,,Phase II,Lincom Corp,599999,,JSC
Personal Motion Platform,Brian Park,,Phase II,Flogiston Corporation,490864,,JSC
Indium-Phosphide Quantum-Well Solar Cells,Alexandre Freundlich,,Phase II,International Stellar Technology Inc,594185,,HQ
Thermoelectric Refrigeration System with Soft-Vacuum Panel Insulation Technology,Stan Moorehead,,Phase II,Micro Craft Inc,593000,,JSC
Cytongenetic Assessment of Radiation Damage,Howard Gratzner,,Phase II,Oncyte Inc,596328,,JSC
Liquid Dispersion and Electrostatic Encapsulation of Drugs,Doreen Mosier,,Phase II,Institute for Research Inc,613690,,JSC
Embedded-Optical-Fiber Near-Infrared Fluorosensor for Non-Destructive Evaluation of Aerospace Systems,Clayton A.T. Nyberg,,Phase II,Systems & Processes Engineering Corporation,600000,,LaRC
Automated Assessment of Low-Dose Radiation Damage,James Hurn,,Phase II,Perceptive Scientific Instruments Inc,599614,,JSC
Pressure Relief Valve for Cryogenic Gases with Modulating Pressure Control,M.S. Kalsi,,Phase I,Kalsi Engineering Inc,67857,,SSC
Personal Motion Platform,Brian Park,,Phase I,Flogiston Corporation,68049,,JSC
