Integrated Fiber-Optic-Coupled Proximity Sensor for Robotic End Effectors and Tools,Richard Sebastian,,Phase I,Digital Signal Corp,49995,,JPL
Numerical Modeling of Fully Viscous Rocket Plume Flows,Rodney Burton,,Phase I,GT-Devices,49950,,GRC
Free-Space Particulate Contamination Sizing and Counting System, ,,Phase I,SKW Corp,49339,,GSFC
Automatic Scanning Lidar System to Map Upper Tropospheric Aerosols and Cloud, ,,Phase I,Science & Technologies Corp,46087,,LaRC
Kennedy Space Center Atmospheric Boundary Layer Experiment,Norman Bush,,Phase I,ENSCO Inc,49890,,KSC
Smart Angle-of-Attack and Angle-of-Sideslip Sensor,Richard Campbell,,Phase I,Engineering Development Laboratory Inc,47161,,LaRC
Standard Gas Satellite,John Hammond,,Phase I,Defense Systems Inc,49998,,GSFC
Force-Reflecting Joysticks for Manipulator Teleoperation, ,,Phase I,Meridian Corp,49880,,JPL
Aeronautical Human Factors Research,Marvin Cohen,,Phase I,Decision Science Consortium,50000,,ARC
Low-Speed Visualization Studies of Coupled and Uncoupled Vortex Systems on Chine-Forebody/Delta Wing,Sudhir Mehrota,,Phase I,Vigyan Inc.,49962,,ARC
Miniaturized Tandem Mass Spectrometer for Manned Space Missions,Russell Drew,,Phase I,Viking Instruments Corp,49061,,MSFC
Low-Speed Visualization Studies of Coupled and Uncoupled Vortex Systems on Chine-Forebody/Delta Wing,Sudhir Mehrota,,Phase II,Vigyan Inc.,497700,,LaRC
Standard Gas Satellite,John Hammond,,Phase II,Defense Systems Inc,479997,,GSFC
Force Reflecting Hand Controller for Manipulator Teleoperation, ,,Phase II,Meridian Corp,499553,,JPL
Aeronautical Human Factors Research,Marvin Cohen,,Phase II,Decision Science Consortium,486959,,ARC
Kennedy Space Center Atmospheric Boundary Layer Experiment,Norman Bush,,Phase II,ENSCO Inc,473663,,KSC
Free-Space Particulate Contamination Sizing and Counting System, ,,Phase II,SKW Corp,481626,,GSFC
Automatic Scanning Lidar System to Map Upper Tropospheric Aerosols and Cloud, ,,Phase II,Science & Technologies Corp,530000,,LaRC
Improvement of Range of Coherent Laser Radar,Richard Sebastian,,Phase II,Digital Signal Corp,484000,,LaRC
An Advanced Tandem Mass Spectrometer for Spacecraft,Russell Drew,,Phase II,Viking Instruments Corp,496990,,MSFC
Modelling of Massively Separated Flows - Renormalization Group Formulation, ,,Phase I,Spectrex Inc,49460,,LaRC
Improvement of Range of Coherent Laser Radar 3-D Imaging Systems,Richard Sebastian,,Phase I,Digital Signal Corp,49986,,LaRC
