General Aviation Data Management,John Sorensen,,Phase I,Sensis Seagull Technology Center,70000,,ARC
Reconfigurable Array of Radiating Elements Controlled by Light,Patty Shaw,,Phase I,Physical Optics Corporation Applied Technology Division,69992,,GSFC
An On-Line Monitor of Microbial Ecosystems,Donald Barnby,,Phase I,Biolog Inc,70000,,KSC
Diode-Laser Intracavity Trace-Gas Spectrometer,Olive Lee,,Phase I,Gemfire Corp,70000,,GSFC
Inflatable and Rigidizable Space Structures,Alan Hirasuna,,Phase I,L'Garde Inc.,69082,,JPL
Ion Thruster Power Control Unit,Joseph Dodson,,Phase I,Space Power Inc,69002,,JPL
Novel Metal Hydride Electrodes for High-Energy-Density Nickel-Metal-Hydride Batteries,Craig Ward,,Phase I,Ultramet,70000,,GRC
Separation and Utilization of Wheat Gluten and Starch in Reduced Gravity,Thomas Parks,,Phase I,Food & Agrosystems Inc,70000,,JSC
Ultra-Lightweight Low-Cost Star Tracker,Alice Valerie,,Phase I,Microcosm Inc.,68295,,JPL
Miniature Optical-Matrix System for Chemical Biological and Physical Measurements,James Bechtel,,Phase I,Tacan Corp,69722,,JPL
Knowledge-Driven Automation of Computational Fluid Dynamics,Robert Bassett,,Phase I,ISX Corp,69700,,ARC
High Angle-of-Attack Departure Criteria for High Agility Fighters,John Taylor,,Phase I,Rolling Hills Research Corporation,69992,,ARC
Readout Electronics for Three-Dimensional Semsors,John Carson,,Phase I,Irvine Sensors Corp,68756,,JPL
30/20 GHz Transmitter/Receiver for Low-Cost Ka-Band Ground Terminals,Daniel Ch&#039;En,,Phase I,Microwave Monolithics Inc,69619,,GRC
High-Heat-Flux Carbon Composite,Timothy Knowles,,Phase I,Energy Science Laboratories Inc.,70000,,LaRC
Similified Vorticity-Enhanced Potential-Flow Method for Early Design and Analysis of Maneuvering Aircraft,Marnix F.E. Dillenius,,Phase I,Nielsen Engineering & Research Inc.,70000,,LaRC
Rigorous Practical Method for Predicting Plume Backflow and Surface Impingement,G. Newton Freeman,,Phase I,Aero Optics Inc,69987,,GSFC
Noncontaminating Optical-Bench Structures for Small Satellites,Joseph Garibotti,,Phase I,Applied Material Technologies Inc,69500,,LaRC
Parallelization Facility for Handling Irregular Grid Problems,John Levesque,,Phase I,Applied Parallel Research Inc,66734,,ARC
Conductive Thermal-Control Coating via the Sol-Gel Process with Electrically Modified Optical Properties,Patrick Lin,,Phase I,Chemat Technology Inc.,68517,,MSFC
Electronic Packaging Using Chip-on-Substrate Hermetic Coatings,Stanley Stuhlbarg,,Phase I,Engineering Technologies Assoc,69496,,JPL
Fuzzy Reinforcement Learning System Based on Genetic Algorithms,Hamid Berenji,,Phase I,Intelligent Inference Systems Corp,64400,,JSC
Computer-Assisted Networked Evaluation System,Vicki Johnson,,Phase I,Interconnect Technologies Corp,69987,,GSFC
Low-Power Real-Time Image Encoder Based on Vector Quantization,Alexander Moopenn,,Phase I,Nanosystem Design,69680,,JPL
Computer Interface to Human Abilities of Vision and Perception,John Tope,,Phase I,Nova Management Inc,68322,,JPL
Optical Parametric Oscillator for Airborne Lidar,Eli Margalith,,Phase I,Opotek Inc,69800,,LaRC
Automated Nap-of-the-Earth Data Collection Radar,Eric Wilen,,Phase I,Technology Service Corporation,69189,,ARC
Liquid Rocket Injector-Flow Modifying Devices,Jennie Ferrenberg,,Phase I,The Rejen Co,69982,,GRC
Heterogeneous Data Management on Large Networks,Brewster Kahle,,Phase I,SAIS Inc,68355,,JSC
Novel Multilayer Broadband Hard X-Ray Optical System,Richard Nelson,,Phase I,World-wide Innovative Technology Corp,69996,,MSFC
Robotically Enhanced Manipulation,Yulun Wang,,Phase I,Computer Motion Inc,70000,,JPL
Low-Cost Imaging Detection System for Hydrogen Fires,Judy Duncan,,Phase I,Duncan Technologies Inc,69950,,SSC
Smart Laser Igniter for Reaction-Control-System Thrusters,Judy Duncan,,Phase I,Duncan Technologies Inc,67943,,JSC
Graphite-Fiber-Reinforced-Composite Submillimeter Reflectors,James Stumm,,Phase I,ATK Space Systems Inc,68478,,JPL
Portable Reverse-Geometry X-Ray,Richard Albert,,Phase I,Digiray Corp,70000,,LaRC
Eye-Safe Pseudo-Random-Pulse-Code CW Lidar for Atmospheric Wind-Profile Measurement,Dan Radecki,,Phase I,EOO Inc,70000,,GSFC
Long Wave Photomultiplier,Donald Leonard,,Phase I,EOO Inc,70000,,GSFC
Oxidation-Resistant Coatings for Carbon-Carbon Composites,Andrew Intrater,,Phase I,Oryx Technology Corp,70000,,GSFC
Real Time NOx Measurement Using Spectroscopic Holography for Advanced Combusion Applications,Cecil Hess,,Phase I,MetroLaser Inc.,69960,,GRC
Integrated Systems Environment Platform for Validation of Flight-Critical Systems,Michael Larkin,,Phase I,Systems Control Technology Inc,69989,,ARC
Imaging of Inlet Mass Capture in Hypersonic Engine Inlet Testing,Cecilia Martner,,Phase I,Los Gatos Research Inc.,62589,,ARC
An Extreme-Low-Frequency Station for Global Lightning Monitoring,Richard Boberg,,Phase I,Pacific-Sierra Research Corp,62727,,GSFC
Narrow Bandwidth Tunable Holographic Filters for Solar Atmospheric Studies,Charles Tyler,,Phase I,Accuwave Corp,69824,,JPL
Ferroelectric Cathode for Producing an Electron Beam Modulated at GHz Frequencies,Nathan Burleson,,Phase I,Integrated Applied Physics Inc,69907,,GRC
Superfluorescent Fiber Sources for Fiber-Optic Gyroscopes,John Melton,,Phase I,Spectra Diode Laboratories Inc,69738,,GSFC
High-Power Two-Dimensional Diode-Laser Array at 1.91 Micron Wavelength,John Melton,,Phase I,Spectra Diode Laboratories Inc,69941,,LaRC
Nitrous-Oxide Hybrid-Rocket System Testing,Bevin McKinney,,Phase I,American Rocket Co,67484,,SSC
94-GHz Scanning Antenna for Cloud-Radar,Frances Bohn,,Phase I,Malibu Research Assoc,68789,,GSFC
Flat-Parallel-Surface Millimeter-Wave and Multiple-Beam Scanning Antenna,Frances Bohn,,Phase I,Malibu Research Assoc,69074,,JSC
