Fullerene Bed As Non-Venting Regenerative Co2/H20 Removal System,J.C. Withers,,Phase I,ATS-MER LLC,70000,,MSFC
Photorefractive Polymer-Based Holographic Data Storage Technology,Theodore Miller,,Phase I,Sigma Technologies International Inc.,70000,,JPL
Skin Analog Sensor For Mobile Robotic Systems,Theodore Miller,,Phase I,Sigma Technologies International Inc.,70000,,JSC
Improved Thin Film Polymer Electrolyte For Lithium Batteries,Ted Miller,,Phase I,Sigma Technologies International Inc.,70000,,JSC
Ultra High Surface Area Aluminum-Polymer Nanolaminates For Solid Propellants,Angelo Yializis,,Phase I,Sigma Technologies International Inc.,70000,,JSC
FREEFORM FABRICATION OF SILICON NITRIDE BLISKS FOR TURBO PUMPS,MARK ANGIER,,Phase I,Advanced Ceramics Research Inc.,100000,Small Business Technology Transfer,MSFC
FREEFORM FABRICATION OF SILICON NITRIDE BLISKS FOR TURBO PUMPS,MARK ANGIER,,Phase II,Advanced Ceramics Research Inc.,0,Small Business Technology Transfer,MSFC
