MASS SPECTROMETER USING QUADRUPOLAR AXIALIZATION,DAVID SALZMAN,,Phase I,Polychip Inc,70000,,KSC
MASS SPECTROMETER USING QUADRUPOLAR AXIALIZATION,DAVID SALZMAN,,Phase II,Polychip Inc,595218,,KSC
MODULAR OFFSHORE DATA ACQUISITION SYSTEM,KNOX TULL,,Phase II,Jackson & Tull Chartered Engineers,624985,Small Business Technology Transfer,GSFC
MODULAR OFFSHORE DATA ACQUISITION SYSTEM,KNOX TULL,,Phase I,Jackson & Tull Chartered Engineers,100000,Small Business Technology Transfer,GSFC
