Polyimide Spray-Foaming Process,Cynthia Farrar,,Phase I,Montec Associates Inc,99993,Small Business Technology Transfer,LaRC
Unity Power Factor Interface for Data Processing Equipment,Dennis Moore,,Phase I,MSE Technology Applications Inc,100000,Small Business Technology Transfer,KSC
Polyimide Spray-Foaming Process,Cynthia Farrar,,Phase II,Montec Associates Inc,0,Small Business Technology Transfer,LaRC
